Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.000498402948737627,-5.19350130879295E-05,0.0600202841401173,0,0,0,0.838885280844642,0.00172321229512273,3.09076921222708E-06,-3.79221267118485E-05,0.00170514762450234,1.38793623479001E-06,0.00090158903044651,0,0,0,0,0,0,package://RM75-6F/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/base_link.STL,,RM65-B(2)^RM65-B-3/____1-1,base_link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link_1,-2.05546069214312E-07,0.0211077047188954,-0.0251861970792274,0,0,0,0.593542243994357,0.00126611498055767,-5.09885204907223E-09,-6.36116302372432E-09,0.00118165919048932,-0.000211204511668188,0.000561320297380402,0,0,0,0,0,0,package://RM75-6F/meshes/Link_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_1.STL,,RM65-B(2)^RM65-B-3/____2-1,Link1,axis1,joint_1,revolute,0,0,0.2405,0,0,0,base_link,0,0,-1,60,3.14,-3.105,3.105,,,,,,,,
Link_2,0.0761298838635414,8.13412421487738E-08,0.0110777211746168,0,0,0,0.432849544766671,0.000317471563497456,-1.26467480084691E-09,0.000279001865925355,0.00125837650082301,6.18873935094668E-09,0.00122244754668097,0,0,0,0,0,0,package://RM75-6F/meshes/Link_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_2.STL,,RM65-B(2)^RM65-B-3/____3-1,Link2,axis2,joint_2,revolute,0,0,0,1.5708,-1.5708,0,Link_1,0,0,1,60,3.14,-2.269,2.269,,,,,,,,
Link_3,-9.34564886745072E-07,0.0235439812552188,-0.0273474841772198,0,0,0,0.431326296657269,0.000794346293776048,-2.46594666817218E-09,1.38182845522538E-08,0.000730368377150695,-0.00014262661201261,0.000315064686122022,0,0,0,0,0,0,package://RM75-6F/meshes/Link_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_3.STL,,RM65-B(2)^RM65-B-3/____4-1,link7,axis7,joint_3,revolute,0.256,0,0,-1.5708,0,-1.5708,Link_2,0,0,-1,30,3.14,-3.105,3.105,,,,,,,,
Link_4,4.51888977543724E-06,-0.0595928813069476,0.010569042108418,0,0,0,0.289643824188822,0.000637363594056505,-5.7485480442054E-08,-3.30883600819094E-08,0.000156488204970793,-0.000144608155464803,0.000614175002842777,0,0,0,0,0,0,package://RM75-6F/meshes/Link_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_4.STL,,RM65-B(2)^RM65-B-3/____5-1,Link3,axis3,joint_4,revolute,0,0,0,-1.5708,0,-3.1416,Link_3,0,0,1,30,3.14,-2.356,2.356,,,,,,,,
Link_5,1.32071622473073E-06,-0.0180437560522369,-0.0215381587841798,0,0,0,0.239430992940448,0.00028594979957681,-2.14337423072125E-09,1.40294693820937E-09,0.000262735545580892,4.4240809689715E-05,0.000119899058385996,0,0,0,0,0,0,package://RM75-6F/meshes/Link_5.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_5.STL,,RM65-B(2)^RM65-B-3/____6-1,Link4,axis4,joint_5,revolute,0,-0.21,0,1.5708,0,0,Link_4,0,0,-1,10,3.14,-3.105,3.105,,,,,,,,
Link_6,4.23948957018817E-06,-0.0593817487603215,0.00736779587750847,0,0,0,0.21879527056675,0.00035053124249399,-3.1129705163603E-08,-1.70875238293734E-08,0.00010492541026997,-7.82406705228082E-05,0.000334471302428861,0,0,0,0,0,0,package://RM75-6F/meshes/Link_6.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link_6.STL,,RM65-B(2)^RM65-B-3/____7-1,Link5,axis5,joint_6,revolute,0,0,0,-1.5708,0,0,Link_5,0,0,1,10,3.14,-2.234,2.234,,,,,,,,
Link7,0.00013855998817792,-0.00574537419214985,-0.535986173378068,0,0,0,3.04449097310784,0.17081032825412,5.38227954656055E-07,0.000151207463266663,0.169967421488281,0.0010577717307003,0.0030554606628762,0,0,0,0,0,0,package://RM75-6F/meshes/Link7.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://RM75-6F/meshes/Link7.STL,,6f-1,Link6,axis6,joint7,revolute,0,-0.1613,0,1.5708,0,0,Link_6,0,0,1,10,3.14,-6.28,6.28,,,,,,,,
